year,county,county_num,turnout,pct_dem,pct_rep,dem_lead,num_dem,num_rep
2012,Waupaca,25840.0,0.641,44.8,54.2,-9.4,11578.0,14002.0
2016,Waupaca,25707.0,0.6377,32.6,62.3,-29.7,8383.0,16013.0
2000,Waushara,10248.0,0.5344,41.4,54.4,-13.0,4239.0,5571.0
2004,Waushara,12246.0,0.6386,42.9,56.2,-13.3,5257.0,6888.0
2008,Waushara,11849.0,0.6179,49.5,48.7,0.8,5868.0,5770.0
2012,Waushara,12048.0,0.6202,44.3,54.5,-10.2,5335.0,6562.0
2016,Waushara,11979.0,0.6167,31.7,64.0,-32.3,3802.0,7669.0
2000,Winnebago,76080.0,0.6125,44.7,50.4,-5.7,33983.0,38330.0
2004,Winnebago,88596.0,0.7133,46.2,52.5,-6.3,40943.0,46542.0
2008,Winnebago,87677.0,0.7059,54.9,43.3,11.6,48167.0,37946.0
2012,Winnebago,89173.0,0.6833,51.0,47.2,3.8,45449.0,42122.0
2016,Winnebago,87140.0,0.6677,42.5,49.9,-7.4,37054.0,43447.0
2000,Wood,35761.0,0.6339,44.6,49.8,-5.2,15936.0,17803.0
2004,Wood,40071.0,0.7103,47.3,51.4,-4.1,18950.0,20592.0
2008,Wood,39052.0,0.6922,55.6,42.5,13.1,21710.0,16581.0
2012,Wood,38900.0,0.6818,47.8,50.7,-2.9,18581.0,19704.0
2016,Wood,37712.0,0.661,37.7,57.0,-19.3,14232.0,21502.0
